,event_id,event_type,city,venue_capacity,is_indoor,date,weekday,is_weekend,holiday,start_time_hour,duration_hours,ticket_price,promotion_days,promo_channels_count,organizer_reputation,lead_time_days,competing_events_same_day,weather_temp_c,weather_is_rain,weather_rain_mm,historical_avg_attendance,promotion_budget,attendance,time_of_day
479,EVT0479,festival,Hyderabad,800,0,2024-09-12,Thursday,0,0,21,1.5,249.0,27,4,5,76,3,24.1,1,4.6,343,5000.0,800,Night
480,EVT0480,Stand-up,Pune,300,1,2025-11-09,Sunday,1,0,19,4.0,403.0,12,0,5,58,3,29.2,1,10.5,54,5000.0,300,Evening
481,EVT0481,festival,Hyderabad,300,0,2024-12-22,Sunday,1,0,14,3.0,92.0,4,0,5,14,0,15.5,0,0.0,132,5000.0,300,Afternoon
482,EVT0482,festival,Bengaluru,3000,1,2025-07-19,Saturday,1,0,11,2.0,29.0,28,1,1,89,0,27.9,1,5.1,1252,0.0,2482,Morning
483,EVT0483,festival,Delhi,1200,1,2025-10-06,Monday,0,0,9,2.0,266.0,2,3,5,52,0,19.7,0,4.6,773,20000.0,1200,Morning
484,EVT0484,concert,Indore,500,1,2024-04-27,Saturday,1,0,20,3.0,1052.0,27,3,2,39,3,25.2,0,3.6,246,5000.0,500,Evening
485,EVT0485,festival,Delhi,500,0,2024-09-07,Saturday,1,0,18,3.0,1.0,12,4,4,3,3,32.1,0,0.0,109,2000.0,500,Evening
486,EVT0486,sports,Pune,3000,1,2024-06-19,Wednesday,0,0,19,2.0,637.0,0,0,2,80,1,30.2,0,0.0,1539,2000.0,2152,Evening
487,EVT0487,concert,Hyderabad,800,1,2024-10-26,Saturday,1,0,9,3.0,487.0,14,1,1,52,3,20.2,0,2.4,194,5000.0,800,Morning
488,EVT0488,Stand-up,Indore,500,1,2025-06-05,Thursday,0,0,16,2.0,124.0,18,3,1,75,1,29.6,0,0.0,282,0.0,469,Afternoon
489,EVT0489,sports,Delhi,200,1,2025-10-04,Saturday,1,0,18,2.0,295.0,11,1,3,81,2,23.9,0,0.0,67,20000.0,200,Evening
490,EVT0490,seminar,Hyderabad,1200,1,2024-04-18,Thursday,0,0,14,2.0,93.0,14,0,3,38,3,28.2,0,0.0,796,0.0,848,Afternoon
491,EVT0491,concert,Delhi,150,0,2025-02-12,Wednesday,0,0,9,2.0,953.0,22,4,5,49,3,25.5,0,2.0,41,10000.0,150,Morning
492,EVT0492,seminar,Bengaluru,500,1,2025-11-24,Monday,0,0,13,2.0,256.0,2,1,5,58,1,18.6,1,7.6,105,20000.0,500,Afternoon
493,EVT0493,festival,Delhi,3000,1,2024-04-15,Monday,0,0,16,1.5,304.0,0,2,5,54,1,25.3,0,0.0,1304,5000.0,3000,Afternoon
494,EVT0494,sports,Pune,150,0,2024-01-09,Tuesday,0,0,10,3.0,272.0,3,1,4,40,1,23.7,0,0.0,48,20000.0,150,Morning
495,EVT0495,festival,Mumbai,800,0,2025-09-15,Monday,0,0,13,3.0,208.0,15,0,2,76,2,30.3,1,5.0,399,5000.0,800,Afternoon
496,EVT0496,Stand-up,Indore,1200,1,2024-07-22,Monday,0,0,10,1.5,518.0,24,3,3,4,2,26.3,1,8.5,298,10000.0,1200,Morning
497,EVT0497,festival,Hyderabad,200,0,2024-01-24,Wednesday,0,0,10,2.0,65.0,0,4,1,82,1,27.4,0,2.2,89,10000.0,200,Morning
498,EVT0498,festival,Mumbai,3000,0,2025-04-08,Tuesday,0,0,16,2.0,42.0,27,1,1,37,3,16.3,0,2.1,1513,5000.0,2811,Afternoon
499,EVT0499,festival,Delhi,800,1,2025-03-19,Wednesday,0,0,14,1.5,44.0,27,0,4,6,4,31.5,1,5.7,459,2000.0,800,Afternoon
500,EVT0500,Stand-up,Hyderabad,800,1,2025-11-10,Monday,0,0,20,3.0,454.0,18,1,4,67,1,24.0,1,8.5,167,10000.0,800,Evening
501,EVT0501,festival,Hyderabad,500,1,2024-06-07,Friday,0,0,14,3.0,251.0,13,4,4,35,4,25.7,0,1.4,126,10000.0,500,Afternoon
502,EVT0502,seminar,Mumbai,500,1,2024-04-17,Wednesday,0,0,12,1.5,131.0,25,2,2,49,2,22.9,0,1.5,213,0.0,500,Afternoon
503,EVT0503,concert,Bengaluru,500,0,2024-04-21,Sunday,1,0,9,2.0,1127.0,1,1,2,38,3,24.1,0,0.0,247,20000.0,500,Morning
504,EVT0504,sports,Pune,800,0,2025-11-02,Sunday,1,0,13,1.5,356.0,21,0,5,62,4,22.3,0,1.8,354,5000.0,800,Afternoon
505,EVT0505,Stand-up,Pune,800,1,2025-03-14,Friday,0,0,15,2.0,106.0,7,3,2,12,3,26.2,0,2.7,186,5000.0,800,Afternoon
506,EVT0506,Stand-up,Mumbai,300,1,2025-02-07,Friday,0,0,16,4.0,192.0,3,1,2,85,2,22.0,0,2.0,107,2000.0,270,Afternoon
507,EVT0507,festival,Indore,800,0,2025-11-03,Monday,0,0,12,3.0,73.0,2,0,2,54,0,23.1,0,1.7,258,20000.0,800,Afternoon
508,EVT0508,sports,Bengaluru,300,0,2024-05-17,Friday,0,0,18,3.0,604.0,7,0,1,14,3,32.1,1,4.9,89,10000.0,93,Evening
509,EVT0509,seminar,Indore,500,1,2024-07-05,Friday,0,0,15,2.0,12.0,14,0,3,21,1,24.0,1,2.6,203,0.0,383,Afternoon
510,EVT0510,sports,Indore,500,1,2024-09-01,Sunday,1,0,21,3.0,604.0,14,4,4,6,1,26.6,0,0.0,199,10000.0,500,Night
511,EVT0511,seminar,Delhi,300,1,2025-08-11,Monday,0,0,18,2.0,197.0,23,3,4,49,0,27.3,0,4.1,133,0.0,300,Evening
512,EVT0512,festival,Delhi,1200,0,2025-10-15,Wednesday,0,0,11,1.5,157.0,7,1,2,75,4,27.8,0,0.0,416,0.0,1038,Morning
513,EVT0513,Stand-up,Pune,150,1,2024-02-22,Thursday,0,0,21,4.0,189.0,20,2,4,11,2,19.7,0,0.0,37,5000.0,150,Night
514,EVT0514,seminar,Mumbai,800,1,2025-02-07,Friday,0,0,10,2.0,99.0,24,4,5,60,4,21.1,0,0.0,229,10000.0,800,Morning
515,EVT0515,seminar,Bengaluru,300,1,2024-02-05,Monday,0,0,14,2.0,263.0,0,0,4,71,3,28.6,0,5.9,59,20000.0,300,Afternoon
516,EVT0516,Stand-up,Mumbai,500,0,2025-07-22,Tuesday,0,0,10,3.0,460.0,22,4,5,37,3,32.2,1,8.4,117,10000.0,500,Morning
517,EVT0517,seminar,Mumbai,1200,1,2025-11-11,Tuesday,0,0,21,3.0,179.0,5,1,1,18,0,24.0,0,3.1,791,0.0,740,Night
518,EVT0518,festival,Bengaluru,500,0,2024-03-05,Tuesday,0,0,16,3.0,85.0,28,4,2,19,0,25.6,0,0.0,247,2000.0,500,Afternoon
519,EVT0519,seminar,Hyderabad,2000,1,2024-06-11,Tuesday,0,0,12,3.0,206.0,0,4,2,4,1,28.3,0,3.9,764,10000.0,2000,Afternoon
520,EVT0520,concert,Pune,150,0,2024-09-02,Monday,0,0,12,3.0,531.0,22,1,2,71,3,22.8,1,7.8,38,2000.0,41,Afternoon
521,EVT0521,festival,Bengaluru,500,1,2025-09-10,Wednesday,0,0,10,2.0,248.0,7,4,2,73,3,22.6,1,5.4,242,5000.0,500,Morning
522,EVT0522,festival,Hyderabad,300,1,2025-06-12,Thursday,0,0,17,2.0,140.0,22,3,5,41,1,37.2,1,5.0,163,2000.0,300,Evening
523,EVT0523,festival,Hyderabad,200,0,2024-11-01,Friday,0,0,10,1.5,21.0,22,4,4,13,1,29.0,0,2.2,92,5000.0,200,Morning
524,EVT0524,Stand-up,Bengaluru,800,1,2025-09-13,Saturday,1,0,16,3.0,378.0,7,4,2,3,2,28.5,1,6.2,465,10000.0,800,Afternoon
525,EVT0525,concert,Indore,300,1,2025-11-11,Tuesday,0,0,18,1.5,985.0,27,3,4,9,0,26.8,0,0.0,44,5000.0,300,Evening
526,EVT0526,Stand-up,Hyderabad,200,0,2025-01-01,Wednesday,0,0,19,2.0,331.0,12,4,5,15,0,17.5,0,0.0,125,10000.0,200,Evening
527,EVT0527,seminar,Mumbai,800,1,2024-10-20,Sunday,1,0,17,2.0,291.0,20,0,5,5,4,30.7,0,0.0,362,2000.0,800,Evening
528,EVT0528,Stand-up,Bengaluru,500,1,2025-08-25,Monday,0,0,11,3.0,558.0,0,3,1,69,4,24.9,0,2.8,114,2000.0,111,Morning
529,EVT0529,concert,Hyderabad,500,1,2024-04-02,Tuesday,0,0,18,2.0,1490.0,1,2,2,55,0,28.1,1,2.9,156,2000.0,0,Evening
530,EVT0530,festival,Indore,1200,1,2025-07-18,Friday,0,0,20,4.0,241.0,14,0,4,77,2,22.4,0,0.0,267,0.0,1200,Evening
531,EVT0531,Stand-up,Pune,1200,1,2025-02-19,Wednesday,0,0,14,1.5,158.0,10,3,3,62,4,26.2,1,2.9,527,2000.0,976,Afternoon
532,EVT0532,concert,Pune,300,1,2024-12-18,Wednesday,0,0,10,2.0,1466.0,13,0,2,22,4,19.7,0,2.7,64,5000.0,0,Morning
533,EVT0533,sports,Indore,3000,1,2024-07-13,Saturday,1,0,9,2.0,323.0,14,0,3,34,3,31.0,0,0.0,356,10000.0,2922,Morning
534,EVT0534,festival,Hyderabad,800,1,2024-02-24,Saturday,1,0,14,3.0,234.0,2,0,4,27,0,25.2,0,2.6,319,2000.0,800,Afternoon
535,EVT0535,seminar,Mumbai,150,1,2024-01-26,Friday,0,0,21,2.0,103.0,13,0,2,65,1,12.9,0,3.9,95,0.0,38,Night
536,EVT0536,concert,Delhi,2000,1,2024-04-07,Sunday,1,0,9,2.0,536.0,14,1,2,62,1,23.6,0,0.0,414,5000.0,2000,Morning
537,EVT0537,seminar,Indore,1200,1,2025-12-27,Saturday,1,0,13,2.0,225.0,2,3,3,6,3,17.3,0,5.4,490,20000.0,1200,Afternoon
538,EVT0538,concert,Delhi,200,0,2024-12-15,Sunday,1,0,14,2.0,1458.0,8,3,3,52,1,24.9,0,0.0,122,0.0,7,Afternoon
539,EVT0539,Stand-up,Bengaluru,200,1,2024-03-21,Thursday,0,0,14,1.5,491.0,22,4,5,12,3,22.5,0,0.0,126,20000.0,200,Afternoon
540,EVT0540,seminar,Hyderabad,500,1,2025-11-27,Thursday,0,0,21,3.0,91.0,17,3,5,8,3,27.6,0,2.1,145,0.0,500,Night
541,EVT0541,concert,Mumbai,500,0,2024-10-07,Monday,0,0,21,3.0,1174.0,24,1,2,34,0,26.2,0,0.0,161,2000.0,190,Night
542,EVT0542,Stand-up,Mumbai,2000,1,2024-05-27,Monday,0,0,14,3.0,535.0,14,3,5,16,1,24.1,0,2.4,1067,20000.0,2000,Afternoon
543,EVT0543,seminar,Pune,2000,0,2025-03-02,Sunday,1,0,11,2.0,261.0,5,0,3,89,0,22.7,0,0.0,643,0.0,1505,Morning
544,EVT0544,sports,Delhi,2000,1,2024-03-05,Tuesday,0,0,10,1.5,655.0,23,4,2,59,1,25.7,0,0.0,635,2000.0,1133,Morning
545,EVT0545,concert,Pune,200,0,2024-09-16,Monday,0,0,11,3.0,1213.0,10,4,4,84,4,25.7,1,7.6,104,0.0,0,Morning
546,EVT0546,concert,Hyderabad,150,0,2024-07-02,Tuesday,0,0,21,3.0,1002.0,19,0,5,35,1,22.9,1,4.3,59,2000.0,114,Night
547,EVT0547,seminar,Pune,800,0,2025-01-16,Thursday,0,0,18,3.0,205.0,15,3,2,4,2,26.9,0,1.6,449,10000.0,800,Evening
548,EVT0548,Stand-up,Delhi,300,1,2024-01-18,Thursday,0,0,14,3.0,141.0,22,0,4,64,4,20.5,0,0.0,169,10000.0,300,Afternoon
549,EVT0549,seminar,Delhi,500,1,2024-02-05,Monday,0,0,15,2.0,72.0,15,4,5,83,3,24.9,0,4.1,172,10000.0,500,Afternoon
550,EVT0550,sports,Bengaluru,800,0,2025-05-16,Friday,0,0,11,3.0,687.0,15,3,3,60,2,21.8,1,0.4,284,10000.0,800,Morning
551,EVT0551,Stand-up,Delhi,500,1,2024-08-26,Monday,0,0,14,2.0,383.0,29,0,1,67,2,30.6,0,0.0,196,0.0,106,Afternoon
552,EVT0552,sports,Indore,500,0,2025-04-14,Monday,0,0,21,2.0,341.0,8,2,4,70,4,25.1,0,0.0,138,5000.0,500,Night
553,EVT0553,Stand-up,Delhi,2000,1,2025-09-15,Monday,0,0,13,3.0,201.0,20,0,3,24,2,27.5,0,2.8,793,0.0,1361,Afternoon
554,EVT0554,Stand-up,Bengaluru,800,1,2024-05-27,Monday,0,0,21,2.0,140.0,20,4,1,51,2,20.6,0,2.2,325,0.0,772,Night
555,EVT0555,sports,Hyderabad,1200,0,2025-07-10,Thursday,0,0,21,3.0,516.0,15,0,5,24,0,31.4,0,0.0,176,20000.0,1200,Night
556,EVT0556,seminar,Mumbai,800,1,2024-10-27,Sunday,1,0,16,2.0,56.0,17,4,4,57,4,17.3,1,2.6,361,5000.0,800,Afternoon
557,EVT0557,festival,Indore,300,1,2024-07-26,Friday,0,0,20,4.0,34.0,18,4,1,14,4,21.8,0,0.0,74,5000.0,300,Evening
558,EVT0558,concert,Delhi,500,0,2025-06-26,Thursday,0,0,14,2.0,1448.0,21,1,1,77,1,30.8,0,0.0,211,20000.0,500,Afternoon
559,EVT0559,sports,Indore,800,1,2025-07-04,Friday,0,0,9,1.5,616.0,0,3,2,11,0,24.4,0,0.0,227,5000.0,584,Morning
560,EVT0560,sports,Hyderabad,800,1,2025-06-07,Saturday,1,0,17,3.0,643.0,12,1,4,13,1,26.6,0,9.4,240,0.0,398,Evening
561,EVT0561,seminar,Hyderabad,300,0,2024-07-23,Tuesday,0,0,11,3.0,273.0,4,3,4,48,4,26.3,1,6.8,159,0.0,175,Morning
562,EVT0562,concert,Bengaluru,200,1,2025-10-06,Monday,0,0,16,2.0,1436.0,15,2,5,85,0,20.5,0,8.2,51,2000.0,200,Afternoon
563,EVT0563,seminar,Pune,1200,1,2024-02-17,Saturday,1,0,14,3.0,108.0,23,0,4,85,3,19.8,0,0.0,206,2000.0,1200,Afternoon
564,EVT0564,Stand-up,Bengaluru,800,0,2025-04-01,Tuesday,0,0,19,3.0,531.0,4,4,5,28,0,34.1,0,0.5,180,0.0,755,Evening
565,EVT0565,festival,Hyderabad,1200,0,2025-04-05,Saturday,1,0,10,1.5,303.0,27,2,2,40,3,25.6,0,0.0,249,2000.0,1200,Morning
566,EVT0566,festival,Indore,2000,0,2025-10-24,Friday,0,0,16,2.0,161.0,3,0,3,49,2,22.3,0,0.0,1289,10000.0,2000,Afternoon
567,EVT0567,seminar,Hyderabad,200,1,2024-06-24,Monday,0,0,9,1.5,114.0,22,3,1,41,2,32.5,1,5.2,40,5000.0,200,Morning
568,EVT0568,seminar,Bengaluru,1200,1,2025-01-08,Wednesday,0,0,16,3.0,257.0,18,2,5,83,2,25.9,1,0.5,499,2000.0,1186,Afternoon
569,EVT0569,festival,Delhi,500,0,2024-01-20,Saturday,1,0,13,3.0,375.0,7,1,2,55,0,22.3,0,3.8,223,5000.0,500,Afternoon
570,EVT0570,concert,Mumbai,500,0,2024-06-05,Wednesday,0,0,14,2.0,1130.0,19,3,5,36,4,27.1,0,0.3,162,10000.0,500,Afternoon
571,EVT0571,Stand-up,Pune,500,1,2024-11-17,Sunday,1,0,20,2.0,245.0,26,2,1,9,2,19.9,0,0.5,152,10000.0,500,Evening
572,EVT0572,seminar,Hyderabad,1200,1,2024-07-21,Sunday,1,0,11,1.5,54.0,19,4,4,12,1,26.4,0,0.0,502,10000.0,1200,Morning
573,EVT0573,seminar,Mumbai,200,1,2024-05-06,Monday,0,0,12,1.5,86.0,5,1,4,6,2,30.8,0,2.4,126,0.0,200,Afternoon
574,EVT0574,sports,Bengaluru,500,1,2024-03-24,Sunday,1,0,13,2.0,973.0,11,3,4,69,2,22.2,1,5.9,169,0.0,337,Afternoon
575,EVT0575,festival,Hyderabad,150,1,2025-09-15,Monday,0,0,20,2.0,90.0,13,3,3,82,4,29.5,0,5.2,56,10000.0,150,Evening
576,EVT0576,concert,Delhi,200,1,2025-07-27,Sunday,1,0,21,2.0,815.0,16,4,5,58,2,28.9,1,8.8,10,2000.0,200,Night
577,EVT0577,seminar,Mumbai,500,1,2024-12-18,Wednesday,0,0,10,2.0,127.0,1,2,5,16,1,22.0,0,0.0,237,0.0,500,Morning
578,EVT0578,seminar,Pune,200,0,2024-05-10,Friday,0,0,12,2.0,67.0,3,4,4,33,3,36.0,0,0.0,105,2000.0,200,Afternoon
579,EVT0579,concert,Pune,1200,0,2025-01-01,Wednesday,0,0,16,3.0,621.0,20,1,5,60,2,16.2,0,9.2,707,2000.0,1200,Afternoon
580,EVT0580,sports,Mumbai,2000,0,2024-11-24,Sunday,1,0,11,2.0,285.0,9,1,3,24,2,21.8,0,2.2,1112,2000.0,2000,Morning
581,EVT0581,seminar,Delhi,500,1,2025-09-18,Thursday,0,1,18,3.0,87.0,14,0,2,9,2,26.0,1,5.4,147,10000.0,500,Evening
582,EVT0582,seminar,Mumbai,1200,1,2025-04-16,Wednesday,0,0,17,3.0,243.0,16,4,1,23,0,17.8,0,0.0,163,20000.0,1200,Evening
583,EVT0583,Stand-up,Delhi,3000,1,2024-03-13,Wednesday,0,0,17,1.5,366.0,11,3,4,4,0,28.9,1,9.4,659,0.0,2279,Evening
584,EVT0584,seminar,Mumbai,300,1,2025-05-23,Friday,0,0,17,4.0,249.0,17,4,4,4,1,23.8,0,6.6,143,20000.0,300,Evening
585,EVT0585,Stand-up,Indore,200,1,2024-05-10,Friday,0,0,11,2.0,117.0,21,1,4,35,0,29.1,0,1.2,45,2000.0,200,Morning
586,EVT0586,Stand-up,Indore,2000,1,2025-01-14,Tuesday,0,1,20,3.0,184.0,23,2,2,11,2,24.8,0,0.0,263,10000.0,1949,Evening
587,EVT0587,festival,Bengaluru,1200,0,2024-11-24,Sunday,1,0,20,1.5,248.0,29,2,5,66,3,21.5,0,1.2,183,10000.0,1200,Evening
588,EVT0588,Stand-up,Pune,1200,0,2024-09-18,Wednesday,0,0,15,1.5,186.0,20,4,3,3,1,25.4,1,15.2,237,10000.0,1200,Afternoon
589,EVT0589,concert,Hyderabad,500,0,2025-06-02,Monday,0,0,12,2.0,741.0,3,3,3,86,1,27.1,1,0.8,240,20000.0,500,Afternoon
590,EVT0590,sports,Mumbai,3000,1,2025-05-14,Wednesday,0,0,10,3.0,597.0,20,4,5,60,2,28.8,1,6.6,1268,0.0,1830,Morning
591,EVT0591,sports,Pune,3000,1,2024-11-27,Wednesday,0,0,18,4.0,461.0,24,4,4,70,4,26.3,0,0.0,271,2000.0,1757,Evening
592,EVT0592,Stand-up,Indore,500,0,2025-06-01,Sunday,1,0,12,2.0,162.0,2,2,2,42,0,29.1,1,6.2,245,0.0,500,Afternoon
593,EVT0593,Stand-up,Hyderabad,800,0,2025-10-03,Friday,0,0,12,3.0,103.0,20,3,2,21,2,28.9,0,0.0,273,0.0,576,Afternoon
594,EVT0594,seminar,Delhi,2000,1,2024-05-12,Sunday,1,0,12,2.0,236.0,10,0,2,6,2,30.5,0,0.0,1183,5000.0,2000,Afternoon
595,EVT0595,concert,Delhi,2000,0,2024-10-26,Saturday,1,0,10,2.0,641.0,9,4,5,15,4,20.8,1,2.9,884,0.0,1868,Morning
596,EVT0596,festival,Bengaluru,150,1,2025-11-06,Thursday,0,1,18,2.0,47.0,7,2,2,53,1,19.9,0,0.5,53,20000.0,150,Evening
597,EVT0597,sports,Hyderabad,500,0,2025-01-22,Wednesday,0,0,15,3.0,405.0,17,0,3,45,0,20.0,1,4.0,198,2000.0,204,Afternoon
598,EVT0598,sports,Bengaluru,800,1,2025-01-19,Sunday,1,1,14,3.0,779.0,19,4,4,72,3,20.9,1,4.1,514,10000.0,800,Afternoon
599,EVT0599,sports,Indore,1200,1,2024-09-08,Sunday,1,0,9,2.0,387.0,12,4,2,18,3,18.7,1,8.3,635,0.0,1009,Morning
600,EVT0600,seminar,Mumbai,300,0,2025-01-22,Wednesday,0,0,14,2.0,273.0,26,1,3,63,0,28.0,0,0.0,48,2000.0,300,Afternoon
601,EVT0601,Stand-up,Delhi,800,1,2024-03-08,Friday,0,0,12,3.0,471.0,10,2,1,77,1,31.2,1,12.4,277,0.0,248,Afternoon
602,EVT0602,Stand-up,Pune,2000,0,2025-08-06,Wednesday,0,0,12,1.5,273.0,9,0,4,46,0,22.8,0,1.5,559,10000.0,1778,Afternoon
603,EVT0603,seminar,Bengaluru,800,0,2025-05-17,Saturday,1,0,10,1.5,146.0,21,0,1,47,1,22.5,0,5.7,503,0.0,741,Morning
604,EVT0604,concert,Indore,300,0,2025-03-12,Wednesday,0,0,19,2.0,807.0,0,3,2,53,2,24.5,0,0.0,154,0.0,0,Evening
605,EVT0605,seminar,Mumbai,1200,1,2025-07-17,Thursday,0,0,14,4.0,251.0,0,4,5,70,3,25.5,0,7.4,285,2000.0,1200,Afternoon
606,EVT0606,concert,Bengaluru,500,0,2025-11-21,Friday,0,0,13,3.0,612.0,21,2,5,60,4,26.2,1,2.0,155,5000.0,500,Afternoon
607,EVT0607,concert,Delhi,300,1,2025-08-07,Thursday,0,1,12,3.0,415.0,16,1,2,66,3,29.8,0,1.1,100,5000.0,300,Afternoon
608,EVT0608,Stand-up,Delhi,800,1,2025-11-17,Monday,0,0,20,2.0,126.0,17,3,4,84,2,24.1,0,3.2,211,2000.0,800,Evening
609,EVT0609,concert,Hyderabad,800,0,2025-01-06,Monday,0,0,21,2.0,969.0,15,3,1,59,3,21.2,0,3.7,67,0.0,112,Night
610,EVT0610,sports,Hyderabad,800,1,2024-08-06,Tuesday,0,0,14,1.5,202.0,23,2,3,45,3,26.0,1,14.1,270,5000.0,800,Afternoon
611,EVT0611,festival,Mumbai,3000,1,2025-12-12,Friday,0,0,12,2.0,19.0,1,3,5,56,3,21.0,0,0.1,1126,0.0,2287,Afternoon
612,EVT0612,Stand-up,Mumbai,800,1,2025-11-15,Saturday,1,0,21,3.0,530.0,0,2,4,87,0,22.8,0,1.8,323,2000.0,800,Night
613,EVT0613,concert,Delhi,500,1,2025-09-23,Tuesday,0,0,14,1.5,1274.0,26,0,5,40,4,23.1,1,5.6,196,0.0,207,Afternoon
614,EVT0614,festival,Bengaluru,500,0,2025-12-07,Sunday,1,0,19,3.0,308.0,10,1,4,81,1,30.0,1,3.8,94,5000.0,500,Evening
615,EVT0615,sports,Indore,500,0,2025-11-03,Monday,0,1,14,1.5,248.0,12,2,5,71,0,21.9,0,5.9,144,0.0,500,Afternoon
616,EVT0616,concert,Bengaluru,200,0,2025-04-12,Saturday,1,0,18,3.0,572.0,1,4,2,47,4,29.3,0,0.0,85,10000.0,200,Evening
617,EVT0617,festival,Bengaluru,1200,1,2024-10-05,Saturday,1,0,12,2.0,86.0,16,2,3,54,0,18.4,1,5.5,362,20000.0,1200,Afternoon
618,EVT0618,seminar,Hyderabad,1200,1,2025-02-23,Sunday,1,0,18,3.0,97.0,12,4,1,19,1,19.3,0,0.0,344,10000.0,1200,Evening
619,EVT0619,festival,Mumbai,150,1,2025-05-21,Wednesday,0,0,11,2.0,273.0,15,3,3,70,2,33.4,0,0.0,44,2000.0,150,Morning
620,EVT0620,festival,Indore,300,0,2025-12-12,Friday,0,0,12,1.5,349.0,26,1,4,44,1,20.3,0,5.4,34,10000.0,300,Afternoon
621,EVT0621,festival,Hyderabad,200,0,2025-08-06,Wednesday,0,0,15,2.0,310.0,9,0,4,53,1,34.7,1,6.8,50,20000.0,200,Afternoon
622,EVT0622,sports,Pune,200,0,2024-09-02,Monday,0,0,21,4.0,974.0,19,0,4,28,1,24.2,0,0.0,96,0.0,0,Night
623,EVT0623,sports,Mumbai,1200,0,2025-07-18,Friday,0,0,13,2.0,314.0,21,1,3,26,2,31.1,1,4.4,504,10000.0,1200,Afternoon
624,EVT0624,concert,Mumbai,300,0,2024-05-19,Sunday,1,0,21,2.0,615.0,0,0,1,57,4,22.9,0,0.8,147,0.0,0,Night
625,EVT0625,concert,Delhi,1200,0,2025-08-03,Sunday,1,0,15,3.0,1360.0,20,2,3,73,4,19.1,0,0.0,617,10000.0,1200,Afternoon
626,EVT0626,seminar,Indore,1200,0,2024-01-17,Wednesday,0,0,19,1.5,293.0,20,3,1,38,1,28.3,0,0.0,667,5000.0,1200,Evening
627,EVT0627,concert,Pune,1200,0,2024-05-17,Friday,0,0,9,2.0,585.0,5,2,2,4,0,21.7,0,0.0,654,0.0,945,Morning
628,EVT0628,festival,Indore,300,0,2025-07-01,Tuesday,0,0,15,2.0,375.0,11,0,4,43,4,26.3,1,4.5,105,2000.0,300,Afternoon
629,EVT0629,concert,Bengaluru,300,1,2025-10-12,Sunday,1,0,21,1.5,932.0,19,2,3,62,4,21.8,0,2.0,83,10000.0,300,Night
630,EVT0630,festival,Delhi,1200,0,2025-02-08,Saturday,1,0,11,1.5,60.0,9,0,3,72,2,18.2,0,0.0,681,5000.0,1200,Morning
631,EVT0631,concert,Pune,2000,0,2025-08-08,Friday,0,0,18,1.5,1297.0,0,4,1,67,0,25.6,0,0.0,499,20000.0,2000,Evening
632,EVT0632,Stand-up,Bengaluru,800,1,2025-05-24,Saturday,1,0,10,2.0,214.0,17,0,2,8,2,24.8,0,0.0,251,2000.0,800,Morning
633,EVT0633,seminar,Mumbai,500,1,2024-08-21,Wednesday,0,0,21,1.5,194.0,5,2,3,86,0,20.1,0,4.3,239,2000.0,500,Night
634,EVT0634,seminar,Delhi,300,1,2024-03-19,Tuesday,0,0,10,1.5,73.0,21,1,4,64,4,27.0,0,2.2,89,5000.0,300,Morning
635,EVT0635,sports,Indore,1200,0,2025-03-13,Thursday,0,0,15,2.0,593.0,18,0,4,80,1,26.7,0,0.0,167,5000.0,1200,Afternoon
636,EVT0636,Stand-up,Bengaluru,500,0,2024-02-02,Friday,0,0,20,3.0,215.0,7,3,5,15,2,30.5,0,0.0,110,5000.0,500,Evening
637,EVT0637,festival,Hyderabad,150,1,2024-01-15,Monday,0,0,18,2.0,384.0,26,0,3,28,3,19.6,0,1.4,91,5000.0,150,Evening
638,EVT0638,Stand-up,Pune,800,1,2024-05-13,Monday,0,0,16,3.0,428.0,27,1,4,5,4,28.2,0,0.0,434,5000.0,800,Afternoon
639,EVT0639,festival,Delhi,500,0,2024-03-15,Friday,0,0,19,1.5,144.0,16,3,5,28,1,25.4,0,3.4,194,10000.0,500,Evening
640,EVT0640,seminar,Hyderabad,800,0,2025-08-17,Sunday,1,0,12,2.0,287.0,13,2,5,83,2,23.6,1,10.6,316,20000.0,800,Afternoon
641,EVT0641,Stand-up,Mumbai,800,0,2025-01-25,Saturday,1,0,11,4.0,444.0,6,4,1,45,1,25.2,1,6.5,257,20000.0,800,Morning
642,EVT0642,Stand-up,Delhi,800,1,2025-04-24,Thursday,0,0,14,2.0,268.0,6,2,3,27,4,24.3,0,0.1,185,5000.0,749,Afternoon
643,EVT0643,seminar,Indore,1200,1,2025-04-08,Tuesday,0,0,16,1.5,228.0,25,0,5,51,2,25.3,0,2.5,419,2000.0,1200,Afternoon
644,EVT0644,festival,Pune,300,0,2025-05-04,Sunday,1,0,9,2.0,389.0,25,3,4,79,2,23.2,0,2.2,125,2000.0,300,Morning
645,EVT0645,Stand-up,Indore,1200,1,2025-09-27,Saturday,1,0,15,3.0,231.0,14,0,5,4,1,28.7,0,0.0,568,2000.0,1200,Afternoon
646,EVT0646,concert,Delhi,1200,1,2025-05-23,Friday,0,0,9,3.0,806.0,24,3,5,27,2,27.3,1,11.6,257,2000.0,1173,Morning
647,EVT0647,Stand-up,Hyderabad,150,0,2025-02-06,Thursday,0,0,9,2.0,272.0,6,2,2,39,0,24.6,0,0.0,56,2000.0,150,Morning
